manual,pagina,arquivo_imagem,texto_extraido
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,393,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_393.png,"Descrigao da operacao:
Instale o conjunto do purificador de ar.

No. da pega

Denominagao da pega

Qtde. | Condigao (numero da lista de pegas)

G

6240-81-740C

Conj. do PURIFICADOR DE AR

1 Envio da unidade (No. W12-6-2130)

(2)

01024-D1235

PARAFUSO, SEMS

6 Instalado temporariamente no conjunto do anteparo

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde. Modelo

Unidades

Guindaste: 50 t

1

333

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,394,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_394.png,"Informag6es adicionais

Procedimento para

montagememcampo | Instalagao do conjunto do __ purificador de
No. 2140 ar (D)

Descrigao da operacao:
Instale o conjunto do purificador de ar.

No. da pega Denominagao da pega Qtde. Condigao (numero da lista de pegas)

@

6240-81-740D | Conj. do PURIFICADOR DE AR 1 | Envio da unidade (No. W12-6-2140)

(2) | 01024-D1235 | PARAFUSO, SEMS. 6 Instalado temporariamente no conjunto do anteparo
Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

334
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,395,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_395.png,"Informagées adicionais

Procedimento para
montagem em campo

No. 2150

Conexao da

tubulagao
ar e o

entre oO
duto superior

filtrode

335

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,396,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_396.png,"Descrigao da operacao:

Conecte a tubulagao entre o filtro de ar e o duto superior.

/DGRGRSXULILFDGRUGHDU&RQHFWIDGRGRGXWR

3DUDEUDSDEHLUDVLPSOH

(3) Torque de aperto: 10.5 + 0.05 Nm (1.07 + 0.05 kgm)

No. da pega

Denominagao da pega Qtde. Condicao (numero da lista de pecas)

(1) | 42C-01-13150

MANGUEIRA, COTOVELO 4 Instalado temporariamente no conjunto do duto

(2) | 42C-01-13290

BRAGADEIRA, MANGUEIRA 4 Instalado temporariamente no conjunto do duto

(3) | 07299-00160

Precaucgdes

BRACADEIRA 4 Instalado temporariamente no conjunto do duto

Ferramentas especiais

Equipamento utilizado

336

Modelo Qtde.

Modelo Unidades

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,397,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_397.png,"Informag6es adicionais

Procedimento para

montagem em campo

No. 2160

Descrigao da operagao:

Conexdo do_ tubode

admissaode ar

No. da peca

3DUDEUDEBGHLUDVLPSOH

7RUTXHGHDSHUWR' 1P

“ NJP

Denominagao da peca

(1) _| 568-02-22240 COTOVELO

Condigao (nimero da lista de pegas)

(2) |.07299-00160 BRACADEIRA

Instalado temporariamente no corpo da maquina

Conecte a tubulagao do
tubo de admissao de ar.

Precaucgdes

Instalado temporariamente no corpo da maquina

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

337

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,398,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_398.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 2170

Conexao e

fixagao da
filtrode

tubulagao
ar

do

338

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,399,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_399.png,"Descrigao da operacao:

Conecte e fixe a tubulagao do filtro de ar.

No. da pega Denominagao da peca Qtde. | Condigao (numero da lista de pecas)
(1) | 425-03-11420 PLACA 1 Instalado temporariamente no tubo
(2) | 04434-51910 BRAGADEIRA 2 Instalado temporariamente no tubo
(3) | 07095-40213 COXIM 2 Instalado temporariamente no tubo
(4) | 01024-81025 PARAFUSO, SEMS. 2 Instalado temporariamente no tubo

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

339
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,400,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_400.png,"Informag6es adicionais

Procedimento para

No. 2180

entre

fo) filtrode

ar e fe) silenciador

Descrigao da operacao:

Conecte a mangueira entre 0 filtro de ar e o silenciador.

8BUBEUBSBGHLUDGXSO

7RUTXHGHDSHUWR* 1P
“ NJP

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo Unidades

340

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,401,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_401.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 2190

Instalagao da _ tubulagao

filtrode ar e

Oo

entre
duto inferior

Oo

341

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,402,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_402.png,"Descrigao da operacao:
Instale a tubulagao entre o filtro de ar e o duto inferior.

(2) Torque de aperto: 10.5 + 0.5 Nm (1.07 + 0.05 kgm)

BC

3DUDEVDSBGHLUDVLPSOH

No. da pega

Denominagao da pega

Qtde. | Condigao (numero da lista de pecas)

6162-13-5870 | MANGUEIRA

(1)

4 Instalado temporariamente no filtro de ar

07299-00055 | BRACADEIRA

(2)

4 Instalado temporariamente no filtro de ar

Ce ee ‘a — -— - = =)
&RQH OY e &RQH |&RQH ie 0. &RQHFWH
é
AU ""1 i
30 = >, \|
\ it ri
C)
' 1
f
t vy t Nee :
ed f BY
i ina ; ! Ig
' , ,
5 4 Xe % | ,
SYN NA A NVA IBN NA A A
h i
Precaucgdes Ferramentas especiais Equipamento utilizado

Modelo

Qtde. Modelo Unidades

342
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,403,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_403.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 2200

Fixagao da_ tubulagao
conjunto do __ purificador

de

do capddo

ar

343

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,404,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_404.png,"Descrigao da operagao:
Fixe a tubulagao do cap6 do conjunto do purificador de ar.

No. da pega Denominagao da pega | Qtde. Condicao (numero da lista de pecas)

(1) | 42C-01-14570 | PLACA 1 Instalado temporariamente no purificador de ar
(2) | 07283-35150 GRAMPO 2 Instalado temporariamente no purificador de ar
(3) | 01597-01009 PORCA 4 Instalado temporariamente no purificador de ar
(4) | 01643-31032 ARRUELA 4 Instalado temporariamente no purificador de ar
(5) | 42C-01-14510 | PLACA, ESQ. 1 Instalado temporariamente no purificador de ar
(6) | 01024-D1230 PARAFUSO, SEMS 2 Instalado temporariamente no anteparo

(7) | 42C-01-14520 | PLACA, DIR. 1 Instalado temporariamente no purificador de ar
(8) | 01024-D1230 PARAFUSO, SEMS 2 Instalado temporariamente no anteparo

(9) | 07283-35150 GRAMPO 2 Instalado temporariamente no purificador de ar
(10) | 01597-01009 PORCA 4 Instalado temporariamente no purificador de ar
(11) | 01643-31032 ARRUELA 4 Instalado temporariamente no purificador de ar
(12) | 01024-D1225 PARAFUSO, SEMS 4 Instalado temporariamente no anteparo

Precaucgdes Ferramentas especiais Equipamento utilizado

Modelo Qtde. Modelo

Unidades

344

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,405,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_405.png,"Informag6es adicionais

Procedimento para Conexao e__—fixagao do chicote do

meneeememcanee anteparo e_ fixagao da mangueira de
dreno (especificagaodo tipo de
No. 2210 embalagem pararemessa por transporte
terrestre)

Descricao da operacgao:
Conecte e fixe o chicote do anteparo.

Detalhes da parte P

[| _No.dapeca | Denominacdo da pega | atde. | ‘Condigao (numero da lista de pegas)
| (4) | 04434-51010 | GRAMPO Instalado temporariamente no suporte do capé do motor

01024-81020 | PARAFUSO, SEMS Instalado temporariamente no suporte do capé do motor
04434-51710 | GRAMPO
07095-40211 | COXIM
01024-81016 | PARAFUSO, SEMS

| Instalado temporariamente no suporte do capé do motor

Instalado temporariamente no suporte do capé do motor

Instalado temporariamente no suporte do capé do motor

(3)(4)(5) W: 3 lugares

345
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,406,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_406.png,"Equipamento utilizado

Ferramentas especiais
Modelo Unidades

Precaucgdes

Modelo Qtde.

Informagées adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte

terrestre)
montagem ein cameo Conexéo e__ fixagado da_ tubulagado do
filtrodo acumulador (especificagao do
No. 2220 tipo de embalagem  pararemessa por
transporte terrestre)

346
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,407,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_407.png,"Descrigao da operagao:
Conecte e fixe a tubulagao do filtro do acumulador.

No. da pega

Denominagao da peca

Qtde.

Condigao (numero da lista de pecas)

(4) | 07094-30620

BRAGADEIRA.

Instalado temporariamente no conjunto do anteparo

(2) | 07095-00628

COXIM

Instalado temporariamente no conjunto do anteparo

(3) | 01024-81275

PARAFUSO, SEMS

Instalado temporariamente no conjunto do anteparo

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

347
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,408,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_408.png,"Informag6es adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por
transporte terrestre)

Procedimento para
montagem em campo

No. 2230

Fixagao do chicote do motor de partida
(especificagaodo tipo de embalagem
remessa por transporte

para

terrestre)

Descrigao da operacao:
Fixe o chicote do motor de partida.

x

&RUGDILWDODU

No. da pega

Denominagao da pega

Qtde.

Condigao (numero da lista de pegas)

(1) | 04434-52310

GRAMPO.

4 Instalado temporariamente no conjunto do anteparo

01024-81025

(2

PARAFUSO, SEMS

2 Instalado temporariamente no conjunto do anteparo

Precaucgdes

Ferramentas especiais

Equipamento utilizado

348

Modelo

Qtde.

Modelo

Unidades

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,409,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_409.png,"Informag6es adicionais
Céd. de vendas: 7XC40 (tipo de embalagem para remessa por
transporte terrestre)

Procedimento para
montagem em campo

No. 2235

Conexao da_ tubulagao entre o _—_s filtrode
ar e o silenciador (especificagaodo
tipo de embalagem pararemessa por
transporte terrestre)

349

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,410,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_410.png,"Descrigao da operacao:
Conecte a tubulagao entre o filtro de ar e o silenciador.

(1) Torque de aperto: 8.8 + 0.5 Nm (0.9 + 0.05 kgm)
(2) Torque de aperto: 10.5 + 0.5 Nm (1.07 + 0.05 kgm)
*41.  Instale a parte da bragadeira dupla da mangueira deslocando a parte

HHVTXHU!

Denominagao da pega

No. da pega

Condigao (numero da lista de pegas)

(1) 07289-00095 BRAGADEIRA 4 Instalado temporariamente no motor
(2) 07299-00160 BRAGADEIRA 4 Instalado temporariamente no motor

rosqueada em 180°. Para as dimens6es de instalagao da bracgadeira,

veja a Fig. 1.

)LJ
Precaucgdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

350

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,411,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_411.png,"Informagées adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte
terrestre)

Procedimento para
montagem em campo

No. 2236

Conexao do tubode admissaode ar
(especificagaodo tipo de embalagem
para remessa por transporte
terrestre)

351

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,412,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_412.png,"Descricao da operagao:
Conecte o tubo de admissao de ar.

| | No. da pega | Denominagao da pega | Qtde. | Condigao (numero da lista de pegas)

[(1)_[42c-01-1432A | TUBO, ESQ.
[(2) [42c-01-1433A | TUBO, DIR. Envio da unidade (No. W12-6-2236)
07299-00160 BRACADEIRA Instalado temporariamente no motor

(3) Torque de aperto: 10.5 + 0.5 Nm (1.07 + 0.05 kgm)

*41.  Instale a parte da bracadeira dupla da mangueira deslocando a parte rosqueada
em 180°. Para as dimensées de instalacgado da bragadeira, veja a Fig. 1.

*2. Para as dimensées de instalagao da bragadeira dupla da mangueira, veja a Fig. 2.

Envio da unidade (No. W12-6-2236)

Precaugdes Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

Guindaste: 50 t

1

352

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,413,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_413.png,"Informagées adicionais

Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte

terrestre)
Procedimento para Conexdo e__sfixagado da_ tubulagao do
montagem em campo filt d
iltrode ar
No. 2237 (especificagdodo tipo de embalagem para
remessa por transporte terrestre)

Descrigao da operagao:

Conecte e fixe a

ubulacao do filtro de ar.

No. da pega Denominagao da pega _ | Qtde.| Condigao (numero da lista de pegas)
(1) | 04434-51910 | GRAMPO 2 Instalado temporariamente no tubo
(2) | 07095-40213 | COXIM 2 Instalado temporariamente no tubo

01024-81025

PARAFUSO, SEMS

Instalado temporariamente no tubo

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

353

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,414,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_414.png,"Informagées adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte
terrestre)

Procedimento para
montagem em campo

No. 2240

Instalagdao do capdlateral (1)
(especificagaodo tipo de embalagem
para remessa por transporte
terrestre)

354

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,415,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_415.png,"Descric¢ao da operagao:
Instale o capé lateral.

No. da pega Denominagao da pega | Qtde. Condigao (numero da lista de pegas)

(1) | 42C-54- CAPO LATERAL, ESQ. 1 Envio da unidade (No. W12-6-2240)

1671A
(2) | 42C-54- CAPO LATERAL, DIR. 1 Envio da unidade (No. W12-6-2240)

1653A
(3) | 01024-81230 | PARAFUSO, SEMS 4 Instalado temporariamente no conjunto do anteparo
(4) | 01024-81250 | PARAFUSO, SEMS 4 Instalado temporariamente no conjunto do anteparo
(5) | 01024-81230 | PARAFUSO, SEMS 12 | Instalado temporariamente nos capés laterais (1) e (2)

OHVPRSURFHVVRQRVODGRVGLUHLWRHH'

XOXJDUHV

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo Unidades

Guindaste: 50 t

1

355

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,416,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_416.png,"Informagées adicionais

terrestre)

Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte

Procedimento para
montagem em campo

No. 2250

Instalagdo do capdlateral (2)
(especificagaodo tipo de embalagem
para remessa por transporte
terrestre)

Descrigao da operacao:

Instale o capé lateral.

No. da pega | Denominagao da pega | Qtde. Condigao (numero da lista de pegas)
(1) | 01011-82010 | PARAFUSO. 4 Instalado temporariamente no capé do radiador
(2) | 01643-32060 | ARRUELA 8 Instalado temporariamente no capé do radiador
(3) | 566-54-21920 | PLACA 8 Instalado temporariamente no capé do radiador
(4) | 566-54-12213 | COXIM 8 Instalado temporariamente no capé do radiador
(5) | 566-54-21910 | BUCHA Instalado temporariamente no capé do radiador
(6) | 01580-12016 | PORCA 4 Instalado temporariamente no capé do radiador

(1) Torque de aperto: 490 a 608 Nm (50 a 62 kgm)

DOXJDUHV

Precaucgdes

Ferramentas especiais

Equipamento utilizado

356

Modelo

Qtde.

Modelo

Unidades

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,417,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_417.png,"Informagées adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por transporte
terrestre)

Procedimento para
montagem em campo

No. 2260

Instalagao da_ estrutura superior do cap6
(especificagaodo tipo de embalagem para
remessa por transporte terrestre)

357

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,418,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_418.png,"Descrigao da operagao:
Instale a estrutura superior do capé.

Denominago da peca Condigao (numero da lista de pecas)

42C-54-1111A FRAME, TOP HOOD 1 Envio da unidade (No. W12-6-2260)

01024-81250 _| PARAFUSO, SEMS 45 Instalado temporariamente no conjunto do anteparo e capé

01011-82010 | PARAFUSO 3 _ | Instalado temporariamente na estrutura superior do capé (1)
01643-32060 | ARRUELA 3 _ | Instalado temporariamente na estrutura superior do capé (1)

566-54-21920 PLACA 6 Instalado temporariamente na estrutura superior do capé (1)
566-54-12213 | COXIM 6 _ | Instalado temporariamente na estrutura superior do capé (1)
566-54-21910 | BUCHA 3 | Instalado temporariamente na estrutura superior do capé (1)

01643-32060 | ARRUELA 3__ | Instalado temporariamente na estrutura superior do capé (1)
01580-12016 PORCA 3 Instalado temporariamente na estrutura superior do capé (1)

(3) Torque de aperto: 490 a 608 Nm (50 a 62 kgm) (6)

OM, Np

5
(8) (9)

VY: 3 lugares

* : 15 lugares

(2)

358

Precaugdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades
Guindaste: 50 t 1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,419,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_419.png,"Informag6es adicionais
Cod. de vendas: 7XC40 (tipo de embalagem para remessa por
transporte terrestre)

Procedimento para
montagem em campo

No. 2265

Fixagao do tubode admissaode ar

(especificagaodo tipo de embalagem
pararemessa por transporte
terrestre)

Descrigao da operacao:
Fixe o tubo de admissao de ar.

No. da pega Denominagao da pega

Qide.

Condigao (numero da lista de pecas)

(

01024-81230 PARAFUSO, SEMS

Instalado temporariamente na estrutura

superior do cap6.

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

359

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,420,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_420.png,"Informag6es adicionais
Céd. de vendas: 7XC40 (tipo de embalagem para remessa por
transporte terrestre)

Procedimento para
montagem em campo

No. 2270

Fixagao do tubodo_ radiador: Capo superior

(especificagaodo tipo de embalagem para
remessa por transporte terrestre)

360

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,421,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_421.png,"Descrigao da operacao:
Fixe o tubo do radiador no cap6 superior.

No. da pega Denominagao da pega

Qide.

Condigao (numero da lista de pegas)

(1) | 01024-81230 PARAFUSO, SEMS

Instalado temporariamente no tube

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

361

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,422,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_422.png,"Informag6es adicionais

transporte terrestre)

Céd. de vendas: 7XC40 (tipo de embalagem para remessa por

Procedimento para
montagem em campo

No. 2295

Instalagao
tipo de embalagem

transporte
terrestre)

do capdsuperior (especificagao do
pararemessa por

Descrigao da operacao:
Instale do cap6 superior.

No. da pega Denominagao da pega_ | Qtde. Condigao (numero da lista de pecas)
(1) | 42C-54-1656A CAPO SUPERIOR ESQ. | 1 Envio da unidade (No. W12-6-2295)
(2) | 42C-54-1657A CAPO SUPERIOR DIR. 1 Envio da unidade (No. W12-6-2295)
(3) | 01010-81430 PARAFUSO. 14 Instalado temporariamente na estrutura superior do cap6.
(4) | 01643-31445 ARRUELA 14 Instalado temporariamente na estrutura superior do cap6.
(5) | 42C-54-11161 TELA SUPERIOR 2 Envio da unidade (No. W12-6-2295)
(6) | 01024-81235 PARAFUSO, SEMS 8 Instalado temporariamente na estrutura superior do cap6.
'S7>
vu
—
ei

~

DOXJDUHV

». UoOXJDUHV

Precaugdes

Ferramentas especiais

Equipamento utilizado

362

Modelo Qtde.

Modelo Unidades

Guindaste: 50 t 1

"
